"movie_title","director_name","title_year","duration","genre","gross","budget","imdb_score","classify_score","cast_total_facebook_likes"
"Soul Food ","George Tillman Jr.",1997,115,"Comedy",43490057,7500000,6.9,"Average",4737
"Rumble in the Bronx ","Stanley Tong",1995,89,"Action",32333860,7500000,6.7,"Average",407
"Thank You for Smoking ","Jason Reitman",2005,92,"Comedy",24792061,6500000,7.6,"Hit",25092
"Hostel: Part II ","Eli Roth",2007,94,"Horror",17544812,1e+07,5.4,"Average",4707
"An Education ","Lone Scherfig",2009,100,"Drama",12574715,4500000,7.3,"Hit",4198
"The Hotel New Hampshire ","Tony Richardson",1984,109,"Comedy",5100000,7500000,6,"Average",2024
"Narc ","Joe Carnahan",2002,105,"Drama",10460089,7500000,7.2,"Hit",1442
"Men with Brooms ","Paul Gross",2002,102,"Comedy",4239767,7500000,6,"Average",1834
"Witless Protection ","Charles Robert Carner",2008,97,"Comedy",4131640,7500000,3.1,"Average",4091
"The Work and the Glory ","Russell Holt",2004,118,"Romance",3347439,7500000,6.9,"Average",1233
"Extract ","Mike Judge",2009,92,"Comedy",10814185,8e+06,6.2,"Average",41867
"Alias Betty ","Claude Miller",2001,103,"Comedy",206400,5e+07,6.9,"Average",262
"Code 46 ","Michael Winterbottom",2003,93,"Romance",197148,7500000,6.3,"Average",1176
"Albert Nobbs ","Rodrigo García",2011,113,"Drama",3014541,8e+06,6.7,"Average",4370
"Ta Ra Rum Pum ","Siddharth Anand",2007,153,"Comedy",872643,6e+06,5.4,"Average",902
"Persepolis ","Vincent Paronnaud",2007,89,"Drama",4443403,7300000,8,"Hit",1754
"The Neon Demon ","Nicolas Winding Refn",2016,118,"Horror",1330827,7e+06,7,"Average",19879
"Harry Brown ","Daniel Barber",2009,97,"Action",1818681,7300000,7.2,"Hit",2486
"The Omega Code ","Robert Marcarelli",1999,100,"Action",12610552,7500000,3.5,"Average",2428
"Juno ","Jason Reitman",2007,96,"Comedy",143492840,7500000,7.5,"Hit",28817
"Diamonds Are Forever ","Guy Hamilton",1971,120,"Action",43800000,7200000,6.7,"Average",1105
"The Godfather ","Francis Ford Coppola",1972,175,"Drama",134821952,6e+06,9.2,"Hit",28122
"Flashdance ","Adrian Lyne",1983,95,"Romance",94900000,4e+06,6.1,"Average",791
"500 Days of Summer ","Marc Webb",2009,95,"Comedy",32391374,7500000,7.7,"Hit",54075
"The Piano ","Jane Campion",1993,121,"Romance",40158000,7e+06,7.6,"Hit",1051
"Magic Mike ","Steven Soderbergh",2012,110,"Comedy",113709992,7e+06,6.1,"Average",46646
"Darkness Falls ","Jonathan Liebesman",2003,96,"Horror",32131483,1.1e+07,4.9,"Average",2212
"Live and Let Die ","Guy Hamilton",1973,121,"Action",35400000,7e+06,6.8,"Average",1865
"My Dog Skip ","Jay Russell",2000,95,"Drama",34099640,5e+06,7,"Average",2515
"Jumping the Broom ","Salim Akil",2011,112,"Comedy",37295394,6600000,5.7,"Average",5959
"The Great Gatsby ","Baz Luhrmann",2013,143,"Romance",144812796,1.05e+08,7.3,"Hit",29769
"Good Night, and Good Luck. ","George Clooney",2005,93,"Drama",31501218,7500000,7.5,"Hit",22745
"Capote ","Bennett Miller",2005,110,"Drama",28747570,7e+06,7.4,"Hit",22140
"Desperado ","Robert Rodriguez",1995,104,"Action",25625110,7e+06,7.2,"Hit",33758
"Logan's Run ","Michael Anderson",1976,119,"Action",2.5e+07,9e+06,6.8,"Average",2951
"The Man with the Golden Gun ","Guy Hamilton",1974,125,"Action",2.1e+07,1.3e+07,6.8,"Average",17611
"Action Jackson ","Craig R. Baxley",1988,96,"Action",20257000,7e+06,5.2,"Average",5282
"The Descent ","Neil Marshall",2005,100,"Horror",26005908,3500000,7.2,"Hit",1379
"Devil's Due ","Matt Bettinelli-Olpin",2014,89,"Horror",15818967,7e+06,4,"Average",2517
"Flirting with Disaster ","David O. Russell",1996,92,"Comedy",14891000,7e+06,6.8,"Average",2240
"The Devil's Rejects ","Rob Zombie",2005,109,"Horror",16901126,7e+06,6.9,"Average",3544
"Dope ","Rick Famuyiwa",2015,103,"Comedy",17474107,7e+06,7.3,"Hit",1342
"In Too Deep ","Michael Rymer",1999,95,"Drama",14003141,7e+06,6.1,"Average",4837
"House of 1000 Corpses ","Rob Zombie",2003,105,"Horror",12583510,7e+06,6,"Average",2444
"A Serious Man ","Ethan Coen",2009,106,"Comedy",9190525,7e+06,7,"Average",1120
"Get Low ","Aaron Schneider",2009,100,"Drama",9176553,7500000,7.1,"Hit",19330
"Warlock ","Steve Miner",1989,103,"Action",9094451,7e+06,6.2,"Average",1990
"Beyond the Lights ","Gina Prince-Bythewood",2014,116,"Drama",14612840,7e+06,6.9,"Average",3110
"A Single Man ","Tom Ford",2009,99,"Romance",9166863,7e+06,7.6,"Hit",14816
"The Last Temptation of Christ ","Martin Scorsese",1988,164,"Drama",8373585,7e+06,7.6,"Hit",1934
"Outside Providence ","Michael Corrente",1999,96,"Comedy",7292175,7e+06,6.4,"Average",2018
"Bride & Prejudice ","Gurinder Chadha",2004,122,"Comedy",6601079,7e+06,6.2,"Average",2321
"Rabbit-Proof Fence ","Phillip Noyce",2002,94,"Drama",6165429,6e+06,7.5,"Hit",312
"Who's Your Caddy? ","Don Michael Paul",2007,93,"Comedy",5694308,7e+06,2,"Flop",3128
"Split Second ","Tony Maylam",1992,96,"Action",5430822,7e+06,6.2,"Average",493
"The Other Side of Heaven ","Mitch Davis",2001,113,"Drama",4720371,7e+06,6.5,"Average",11116
"Veer-Zaara ","Yash Chopra",2004,192,"Romance",2921738,7e+06,7.9,"Hit",9984
"Redbelt ","David Mamet",2008,99,"Drama",2344847,7e+06,6.8,"Average",2158
"Cyrus ","Jay Duplass",2010,91,"Comedy",7455447,7e+06,6.3,"Average",1136
"A Dog of Flanders ","Kevin Brodie",1999,100,"Drama",2148212,7e+06,6.3,"Average",1906
"Auto Focus ","Paul Schrader",2002,105,"Drama",2062066,7e+06,6.6,"Average",2684
"Factory Girl ","George Hickenlooper",2006,99,"Drama",1654367,7e+06,6.4,"Average",6526
"We Need to Talk About Kevin ","Lynne Ramsay",2011,112,"Drama",1738692,7e+06,7.5,"Hit",3547
"The Mighty Macs ","Tim Chambers",2009,99,"Drama",1889522,7e+06,6.5,"Average",2589
"Mother and Child ","Rodrigo García",2009,125,"Romance",1110286,4825000,7.2,"Hit",8876
"March or Die ","Dick Richards",1977,107,"Romance",1e+06,9e+06,6.3,"Average",2209
"Les visiteurs ","Jean-Marie Poiré",1993,107,"Comedy",7e+05,5e+07,7,"Average",215
"Somewhere ","Sofia Coppola",2010,97,"Comedy",1768416,7e+06,6.3,"Average",684
"Chairman of the Board ","Alex Zamm",1998,95,"Comedy",306715,1e+07,2.3,"Flop",5213
"Hesher ","Spencer Susser",2010,106,"Drama",382946,7e+06,7.1,"Hit",44969
"Gerry ","Gus Van Sant",2002,103,"Drama",236266,3500000,6.2,"Average",13000
"The Heart of Me ","Thaddeus O'Sullivan",2002,96,"Romance",196067,7e+06,6.7,"Average",1251
"Freeheld ","Peter Sollett",2015,103,"Romance",532988,7e+06,6.5,"Average",9660
"The Extra Man ","Shari Springer Berman",2010,108,"Comedy",453079,7e+06,5.9,"Average",2029
"Ca$h ","Stephen Milburn Anderson",2010,118,"Comedy",46451,7e+06,6,"Average",27756
"Wah-Wah ","Richard E. Grant",2005,97,"Drama",233103,7e+06,6.9,"Average",2544
"Pale Rider ","Clint Eastwood",1985,115,"Other",41400000,6900000,7.3,"Hit",17209
"Dazed and Confused ","Richard Linklater",1993,102,"Comedy",7993039,6900000,7.7,"Hit",18643
"Aimee & Jaguar ","Max Färberböck",1999,125,"Romance",927107,1.5e+07,7.3,"Hit",333
"The Chumscrubber ","Arie Posin",2005,108,"Comedy",49526,6800000,7,"Average",2119
"Shade ","Damian Nieman",2003,101,"Horror",10696,6800000,6.4,"Average",490
"House at the End of the Street ","Mark Tonderai",2012,101,"Drama",31607598,6900000,5.6,"Average",35717
"Incendies ","Denis Villeneuve",2010,139,"Drama",6857096,6800000,8.2,"Hit",343
"Remember Me, My Love ","Gabriele Muccino",2003,125,"Comedy",223878,5e+06,6.5,"Average",132
"Elite Squad ","José Padilha",2007,115,"Action",8060,4e+06,8.1,"Hit",666
"Annabelle ","John R. Leonetti",2014,99,"Horror",84263837,6500000,5.4,"Average",2323
"Bran Nue Dae ","Rachel Perkins",2009,88,"Comedy",110029,6500000,6.3,"Average",225
"Boyz n the Hood ","John Singleton",1991,112,"Drama",57504069,6e+06,7.8,"Hit",106
"La Bamba ","Luis Valdez",1987,108,"Drama",54215416,6500000,6.8,"Average",936
"Dressed to Kill ","Brian De Palma",1980,104,"Romance",31899000,6500000,7.1,"Hit",2442
"The Adventures of Huck Finn ","Stephen Sommers",1993,108,"Comedy",24103594,6500000,6.2,"Average",4840
"Go ","Doug Liman",1999,102,"Comedy",16842303,6500000,7.3,"Hit",2475
"Friends with Money ","Nicole Holofcener",2006,88,"Comedy",13367101,6500000,5.9,"Average",1140
"Bats ","Louis Morneau",1999,91,"Sci-Fi",10149779,6500000,3.6,"Average",1405
"Nowhere in Africa ","Caroline Link",2001,141,"Drama",6173485,7e+06,7.7,"Hit",105
"Shame ","Steve McQueen",2011,101,"Drama",4000304,6500000,7.3,"Hit",15230
"Layer Cake ","Matthew Vaughn",2004,105,"Drama",2338695,4e+06,7.4,"Hit",29277
"The Work and the Glory II: American Zion ","Sterling Van Wagenen",2005,100,"Drama",2024854,6500000,6.6,"Average",1942
"The East ","Zal Batmanglij",2013,116,"Drama",2268296,6500000,6.9,"Average",13180
"A Home at the End of the World ","Michael Mayer",2004,97,"Romance",1029017,6500000,6.8,"Average",21107
"Aberdeen ","Hans Petter Moland",2000,106,"Drama",64148,6500000,7.3,"Hit",846
"The Messenger ","Oren Moverman",2009,105,"Romance",66637,6500000,7.2,"Hit",14462
"Control ","Anton Corbijn",2007,122,"Drama",871577,4500000,7.7,"Hit",2614
"The Terminator ","James Cameron",1984,107,"Action",38400000,6500000,8.1,"Hit",3582
"Good Bye Lenin! ","Wolfgang Becker",2003,121,"Romance",4063859,4800000,7.7,"Hit",200
"The Damned United ","Tom Hooper",2009,98,"Drama",449558,1e+07,7.6,"Hit",1163
"Mallrats ","Kevin Smith",1995,123,"Comedy",2122561,6e+06,7.2,"Hit",3254
"Grease ","Randal Kleiser",1978,110,"Romance",181360000,6e+06,7.2,"Hit",5127
"Platoon ","Oliver Stone",1986,120,"Drama",137963328,6e+06,8.1,"Hit",42028
"Fahrenheit 9/11 ","Michael Moore",2004,122,"Drama",119078393,6e+06,7.5,"Hit",1448
"Butch Cassidy and the Sundance Kid ","George Roy Hill",1969,110,"Drama",102308900,6e+06,8.1,"Hit",2169
"Mary Poppins ","Robert Stevenson",1964,139,"Comedy",102300000,6e+06,7.8,"Hit",2045
"Ordinary People ","Robert Redford",1980,124,"Drama",54800000,6e+06,7.8,"Hit",5122
"West Side Story ","Jerome Robbins",1961,152,"Romance",43650000,6e+06,7.6,"Hit",1802
"Caddyshack ","Harold Ramis",1980,98,"Comedy",39800000,6e+06,7.4,"Hit",14921
"The Brothers ","Gary Hardwick",2001,106,"Comedy",27457409,6e+06,6.3,"Average",6419
"The Wood ","Rick Famuyiwa",1999,106,"Comedy",25047631,6e+06,6.9,"Average",2724
"The Usual Suspects ","Bryan Singer",1995,106,"Drama",23272306,6e+06,8.6,"Hit",20821
"A Nightmare on Elm Street 5: The Dream Child ","Stephen Hopkins",1989,89,"Romance",22168359,8e+06,5.1,"Average",584
"Van Wilder: Party Liaison ","Walt Becker",2002,94,"Comedy",21005329,6e+06,6.4,"Average",19341
"The Wrestler ","Darren Aronofsky",2008,109,"Drama",26236603,6e+06,7.9,"Hit",1582
"Duel in the Sun ","King Vidor",1946,144,"Romance",20400000,8e+06,6.9,"Average",2037
"Best in Show ","Christopher Guest",2000,90,"Comedy",18621249,6e+06,7.5,"Hit",4611
"Escape from New York ","John Carpenter",1981,106,"Action",25244700,6e+06,7.2,"Hit",2270
"School Daze ","Spike Lee",1988,121,"Comedy",14545844,6500000,5.8,"Average",1284
"Daddy Day Camp ","Fred Savage",2007,89,"Comedy",13235267,6e+06,2.9,"Flop",1752
"Mystic Pizza ","Donald Petrie",1988,104,"Comedy",12793213,6e+06,6.2,"Average",10430
"Sliding Doors ","Peter Howitt",1998,99,"Comedy",11883495,9e+06,6.8,"Average",1462
"Tales from the Hood ","Rusty Cundieff",1995,98,"Comedy",11797927,6e+06,6.1,"Average",3221
"The Last King of Scotland ","Kevin Macdonald",2006,121,"Drama",17605861,6e+06,7.7,"Hit",1184
"Halloween 5 ","Dominique Othenin-Girard",1989,96,"Horror",11642254,3e+06,5.2,"Average",1308
"Bernie ","Richard Linklater",2011,99,"Comedy",9203192,5e+06,6.8,"Average",11328
"Dolphins and Whales 3D: Tribes of the Ocean ","Jean-Jacques Mantello",2008,42,"Adventure",7518876,6e+06,6.5,"Average",844
"Pollock ","Ed Harris",2000,122,"Drama",8596914,6e+06,7,"Average",1517
"200 Cigarettes ","Risa Bramon Garcia",1999,101,"Comedy",6851636,6e+06,5.9,"Average",2697
"The Words ","Brian Klugman",2012,102,"Romance",11434867,6e+06,7.1,"Hit",51355
"Casa de mi Padre ","Matt Piedmont",2012,84,"Comedy",5895238,6e+06,5.5,"Average",10123
"City Island ","Raymond De Felitta",2009,104,"Comedy",6670712,6e+06,7.4,"Hit",3825
"The Guard ","John Michael McDonagh",2011,96,"Comedy",5359774,6e+06,7.3,"Hit",3569
"College ","Deb Hagan",2008,94,"Comedy",4693919,6500000,4.6,"Average",4484
"The Virgin Suicides ","Sofia Coppola",1999,90,"Romance",4859475,6e+06,7.2,"Hit",7103
"Miss March ","Zach Cregger",2009,90,"Comedy",4542775,6e+06,5.1,"Average",1831
"Wish I Was Here ","Zach Braff",2014,106,"Comedy",3588432,6e+06,6.7,"Average",18947
"Simply Irresistible ","Mark Tarlov",1999,96,"Comedy",4394936,6e+06,5.3,"Average",5668
"Hedwig and the Angry Inch ","John Cameron Mitchell",2001,95,"Comedy",3029081,6e+06,7.8,"Hit",993
"Only the Strong ","Sheldon Lettich",1993,99,"Action",3273588,6e+06,6.7,"Average",382
"Shattered Glass ","Billy Ray",2003,99,"Drama",2207975,6e+06,7.2,"Hit",8297
"Novocaine ","David Atkins",2001,95,"Comedy",2025238,6e+06,5.8,"Average",489
"The Wackness ","Jonathan Levine",2008,99,"Comedy",2077046,6e+06,7,"Average",2748
"Beastmaster 2: Through the Portal of Time ","Sylvio Tabet",1991,107,"Action",869325,6e+06,3.8,"Average",2000
"The 5th Quarter ","Rick Bieber",2010,90,"Drama",399611,6e+06,5.7,"Average",2370
"The Greatest ","Shana Feste",2009,96,"Romance",115862,6e+06,6.7,"Average",2163
"Snow Flower and the Secret Fan ","Wayne Wang",2011,104,"Drama",1346503,6e+06,6.1,"Average",2430
"Come Early Morning ","Joey Lauren Adams",2006,97,"Romance",117560,6e+06,6.2,"Average",1081
"Lucky Break ","Peter Cattaneo",2001,107,"Comedy",54606,6e+06,6.2,"Average",2440
"Surfer, Dude ","S.R. Bindler",2008,85,"Comedy",36497,6e+06,4.7,"Average",14599
"Deadfall ","Stefan Ruzowitzky",2012,95,"Drama",65804,1.2e+07,6.3,"Average",27575
"L'auberge espagnole ","Cédric Klapisch",2002,111,"Comedy",3895664,5300000,7.3,"Hit",1858
"Song One ","Kate Barker-Froyland",2014,86,"Drama",20200,6e+06,5.8,"Average",12772
"Murder by Numbers ","Barbet Schroeder",2002,115,"Horror",31874869,5e+07,6.1,"Average",34605
"Winter in Wartime ","Martin Koolhoven",2008,103,"Drama",542860,4e+06,7.1,"Hit",219
"The Protector ","Prachya Pinkaew",2005,111,"Action",11905519,2e+08,7.1,"Hit",2205
"Bend It Like Beckham ","Gurinder Chadha",2002,112,"Comedy",32541719,3500159,6.7,"Average",2201
"Sunshine State ","John Sayles",2002,141,"Romance",3064356,5600000,6.9,"Average",2584
"Crossover ","Preston A. Whitmore II",2006,95,"Action",7009668,5600000,2.1,"Flop",2000
"[Rec] 2 ","Jaume Balagueró",2009,85,"Horror",27024,5600000,6.6,"Average",73
"The Sting ","George Roy Hill",1973,129,"Comedy",159600000,5500000,8.3,"Hit",2387
"Chariots of Fire ","Hugh Hudson",1981,125,"Drama",58800000,5500000,7.2,"Hit",1651
"Diary of a Mad Black Woman ","Darren Grant",2005,116,"Comedy",50382128,5500000,5.6,"Average",2723
"Shine ","Scott Hicks",1996,105,"Romance",35811509,5500000,7.7,"Hit",888
"Don Jon ","Joseph Gordon-Levitt",2013,90,"Comedy",24475193,3e+06,6.6,"Average",44265
"Ghost World ","Terry Zwigoff",2001,111,"Comedy",6200756,7e+06,7.4,"Hit",34106
"Iris ","Richard Eyre",2001,91,"Romance",1292119,5500000,7.1,"Hit",16768
"The Chorus ","Christophe Barratier",2004,97,"Drama",3629758,5500000,7.9,"Hit",745
"Mambo Italiano ","Émile Gaudreault",2003,92,"Comedy",6239558,5e+06,6.7,"Average",1033
"Wonderland ","James Cox",2003,104,"Drama",1056102,5e+06,6.6,"Average",1315
"Do the Right Thing ","Spike Lee",1989,120,"Drama",27545445,6500000,7.9,"Hit",2892
"Harvard Man ","James Toback",2001,99,"Comedy",56007,5500000,4.9,"Average",6776
"Le Havre ","Aki Kaurismäki",2011,93,"Comedy",611709,3850000,7.2,"Hit",391
"R100 ","Hitoshi Matsumoto",2013,99,"Comedy",22770,5500000,6.1,"Average",81
"Salvation Boulevard ","George Ratliff",2011,96,"Action",27445,9e+06,5.3,"Average",561
"The Ten ","David Wain",2007,96,"Comedy",766487,5250000,5,"Average",4883
"Headhunters ","Morten Tyldum",2011,100,"Drama",1196752,30300000,7.6,"Hit",385
"Saint Ralph ","Michael McGowan",2004,98,"Comedy",795126,6e+06,7.6,"Hit",955
"Insidious: Chapter 2 ","James Wan",2013,106,"Horror",83574831,5e+06,6.6,"Average",2975
"Saw II ","Darren Lynn Bousman",2005,95,"Horror",87025093,4e+06,6.6,"Average",4134
"10 Cloverfield Lane ","Dan Trachtenberg",2016,104,"Drama",71897215,1.5e+07,7.3,"Hit",14504
"Jackass: The Movie ","Jeff Tremaine",2002,87,"Comedy",64267897,5e+06,6.6,"Average",1770
"Lights Out ","David F. Sandberg",2016,81,"Horror",56536016,4900000,6.9,"Average",3344
"Paranormal Activity 3 ","Henry Joost",2011,94,"Horror",104007828,5e+06,5.8,"Average",2371
"Ouija ","Stiles White",2014,89,"Horror",50820940,5e+06,4.4,"Average",5056
"A Nightmare on Elm Street 3: Dream Warriors ","Chuck Russell",1987,88,"Action",44793200,4500000,6.6,"Average",1584
"Instructions Not Included ","Eugenio Derbez",2013,115,"Comedy",44456509,5e+06,7.6,"Hit",688
"Paranormal Activity 4 ","Henry Joost",2012,96,"Horror",53884821,5e+06,4.6,"Average",799
"The Robe ","Henry Koster",1953,135,"Drama",3.6e+07,5e+06,6.8,"Average",1920
"Freddy's Dead: The Final Nightmare ","Rachel Talalay",1991,93,"Comedy",34872293,8500000,4.9,"Average",42002
"Monster ","Patty Jenkins",2003,109,"Drama",34468224,4500000,7.3,"Hit",11736
"Paranormal Activity: The Marked Ones ","Christopher Landon",2014,101,"Horror",32453345,5e+06,5,"Average",2161
"Dallas Buyers Club ","Jean-Marc Vallée",2013,117,"Drama",27296514,5e+06,8,"Hit",17738
"The Lazarus Effect ","David Gelb",2015,83,"Sci-Fi",25799043,3300000,5.2,"Average",11771
"Memento ","Christopher Nolan",2000,113,"Horror",25530884,9e+06,8.5,"Hit",1997
"Oculus ","Mike Flanagan",2013,104,"Horror",27689474,5e+06,6.5,"Average",2071
"Clerks II ","Kevin Smith",2006,97,"Comedy",24138847,5e+06,7.4,"Hit",2990
"Billy Elliot ","Stephen Daldry",2000,110,"Drama",21994911,5e+06,7.7,"Hit",1122
"The Way Way Back ","Nat Faxon",2013,103,"Comedy",21501098,5e+06,7.4,"Hit",8375
"House Party 2 ","George Jackson",1991,94,"Comedy",19281235,5e+06,5.1,"Average",2523
"Doug's 1st Movie ","Maurice Joyce",1999,77,"Comedy",19421271,5e+06,5,"Average",2908
"The Apostle ","Robert Duvall",1997,134,"Drama",20733485,5e+06,7.2,"Hit",428
"Our Idiot Brother ","Jesse Peretz",2011,90,"Comedy",24809547,5e+06,6.4,"Average",15710
"The Players Club ","Ice Cube",1998,104,"Comedy",23031390,4500000,5.6,"Average",2868
"As Above, So Below ","John Erick Dowdle",2014,93,"Horror",21197315,5e+06,6.1,"Average",1410
"Addicted ","Bille Woodruff",2014,106,"Drama",17382982,5e+06,5.2,"Average",2840
"Eve's Bayou ","Kasi Lemmons",1997,109,"Drama",14821531,6e+06,7.3,"Hit",3843
"Still Alice ","Richard Glatzer",2014,101,"Drama",18656400,5e+06,7.5,"Hit",19673
"Friday the 13th Part VIII: Jason Takes Manhattan ","Rob Hedden",1989,100,"Horror",14343976,5e+06,4.5,"Average",1327
"My Big Fat Greek Wedding ","Joel Zwick",2002,95,"Comedy",241437427,5e+06,6.6,"Average",1495
"Spring Breakers ","Harmony Korine",2012,94,"Drama",14123773,5e+06,5.3,"Average",12306
"Halloween: The Curse of Michael Myers ","Joe Chappelle",1995,93,"Horror",15126948,5e+06,4.9,"Average",1227
"Y Tu Mamá También ","Alfonso Cuarón",2001,106,"Comedy",13622333,2e+06,7.7,"Hit",361
"Shaun of the Dead ","Edgar Wright",2004,99,"Comedy",13464388,4e+06,8,"Hit",1686
"The Haunting of Molly Hartley ","Mickey Liddell",2008,82,"Drama",13350177,5e+06,3.8,"Average",4856
"Lone Star ","John Sayles",1996,135,"Drama",13269963,5e+06,7.6,"Hit",11400
"Halloween 4: The Return of Michael Myers ","Dwight H. Little",1988,88,"Horror",17768000,5e+06,5.9,"Average",1136
"April Fool's Day ","Fred Walton",1986,89,"Horror",12947763,5e+06,6.2,"Average",1160
"Diner ","Barry Levinson",1982,110,"Comedy",14100000,5e+06,7.2,"Hit",2943
"Lone Wolf McQuade ","Steve Carver",1983,107,"Action",12200000,5e+06,6.3,"Average",2383
"Apollo 18 ","Gonzalo López-Gallego",2011,86,"Sci-Fi",17683670,5e+06,5.2,"Average",1520
"Sunshine Cleaning ","Christine Jeffs",2008,91,"Comedy",12055108,8e+06,6.9,"Average",2528
"No Escape ","John Erick Dowdle",2015,103,"Action",27285953,5e+06,6.8,"Average",259
"Fifty Shades of Black ","Michael Tiddes",2016,92,"Comedy",11675178,5e+06,3.5,"Average",2848
"Not Easily Broken ","Bill Duke",2009,99,"Romance",10572742,8e+06,6.1,"Average",2269
"The Perfect Match ","Bille Woodruff",2016,96,"Comedy",9658370,5e+06,4.5,"Average",3552
"Digimon: The Movie ","Mamoru Hosoda",2000,82,"Action",9628751,5e+06,5.9,"Average",315
"Saved! ","Brian Dannelly",2004,92,"Comedy",8786715,5e+06,6.9,"Average",5668
"The Barbarian Invasions ","Denys Arcand",2003,112,"Comedy",3432342,6e+06,7.7,"Hit",253
"The Forsaken ","J.S. Cardone",2001,90,"Horror",6755271,5e+06,5.3,"Average",3004
"UHF ","Jay Levey",1989,150,"Comedy",6157157,5e+06,7,"Average",3942
"Slums of Beverly Hills ","Tamara Jenkins",1998,91,"Comedy",5480318,5e+06,6.6,"Average",2691
"Made ","Jon Favreau",2001,95,"Comedy",5308707,5e+06,6.4,"Average",5245
"Moon ","Duncan Jones",2009,97,"Drama",5009677,5e+06,7.9,"Hit",19404
"Sea Rex 3D: Journey to a Prehistoric World ","Ronan Chapalain",2010,41,"Documentary",4074023,5e+06,6.9,"Average",55
"The Sweet Hereafter ","Atom Egoyan",1997,112,"Drama",4306697,5e+06,7.7,"Hit",2820
"Of Gods and Men ","Xavier Beauvois",2010,122,"Drama",3950029,4e+06,7.2,"Hit",416
"Bottle Shock ","Randall Miller",2008,110,"Comedy",4040588,5e+06,6.8,"Average",25676
"Heavenly Creatures ","Peter Jackson",1994,108,"Romance",3049135,5e+06,7.4,"Hit",14574
"90 Minutes in Heaven ","Michael Polish",2015,121,"Drama",4700361,5e+06,4.6,"Average",6617
"Everything Must Go ","Dan Rush",2010,97,"Comedy",2711210,5e+06,6.4,"Average",10517
"Zero Effect ","Jake Kasdan",1998,116,"Comedy",1980338,5e+06,7,"Average",1209
"The Machinist ","Brad Anderson",2004,94,"Drama",1082044,5e+06,7.7,"Hit",24994
"Light Sleeper ","Paul Schrader",1992,103,"Drama",1100000,5e+06,6.8,"Average",1201
"Kill the Messenger ","Michael Cuesta",2014,112,"Drama",2445646,5e+06,7,"Average",12897
"Rabbit Hole ","John Cameron Mitchell",2010,91,"Drama",2221809,5e+06,7,"Average",1582
"Party Monster ","Fenton Bailey",2003,98,"Drama",296665,5e+06,6.3,"Average",5185
"Green Room ","Jeremy Saulnier",2015,95,"Horror",3219029,5e+06,7.1,"Hit",1836
"Atlas Shrugged: Who Is John Galt? ","James Manera",2014,99,"Drama",830210,5e+06,4.4,"Average",3382
"Bottle Rocket ","Wes Anderson",1996,91,"Comedy",1040879,7e+06,7.1,"Hit",648
"Albino Alligator ","Kevin Spacey",1996,97,"Drama",326308,5e+06,6.1,"Average",13718
"Lovely, Still ","Nicholas Fackler",2008,90,"Romance",124720,5e+06,7.3,"Hit",4987
"Desert Blue ","Morgan J. Freeman",1998,90,"Drama",99147,2e+06,6.2,"Average",3207
"The Visit ","M. Night Shyamalan",2015,94,"Horror",65069140,5e+06,6.2,"Average",1010
"Redacted ","Brian De Palma",2007,90,"Horror",65087,5e+06,6.2,"Average",408
"Fascination ","Klaus Menzel",2004,103,"Romance",16066,5e+06,3.3,"Average",1789
"Rudderless ","William H. Macy",2014,105,"Comedy",37440,5e+06,7.5,"Hit",1986
"I Served the King of England ","Jirí Menzel",2006,113,"Comedy",617228,84450000,7.4,"Hit",92
"Soul Kitchen ","Fatih Akin",2009,99,"Comedy",274385,4e+06,7.3,"Hit",1519
"Sling Blade ","Billy Bob Thornton",1996,148,"Drama",24475416,890000,8,"Hit",3967
"Hostel ","Eli Roth",2005,93,"Horror",47277326,4800000,5.9,"Average",2990
"Tristram Shandy: A Cock and Bull Story ","Michael Winterbottom",2005,94,"Comedy",1247453,2800000,6.8,"Average",3690
"Take Shelter ","Jeff Nichols",2011,121,"Drama",1729969,5e+06,7.4,"Hit",1520
"Lady in White ","Frank LaLoggia",1988,118,"Horror",1705139,4700000,6.7,"Average",2545
"The Texas Chainsaw Massacre 2 ","Tobe Hooper",1986,101,"Comedy",8025872,4700000,5.5,"Average",302
"Only God Forgives ","Nicolas Winding Refn",2013,90,"Drama",778565,4800000,5.7,"Average",34779
"The Names of Love ","Michel Leclerc",2010,100,"Comedy",513836,4600000,7.2,"Hit",143
"Savage Grace ","Tom Kalin",2007,97,"Drama",434417,4600000,5.9,"Average",15093
"Police Academy ","Hugh Wilson",1984,96,"Comedy",81200000,4500000,6.7,"Average",3113
"Four Weddings and a Funeral ","Mike Newell",1994,117,"Comedy",52700832,4500000,7.1,"Hit",1862
"25th Hour ","Spike Lee",2002,108,"Drama",13060843,1.5e+07,7.7,"Hit",26050
"Bound ","Lana Wachowski",1996,109,"Romance",3798532,4500000,7.4,"Hit",3668
"Requiem for a Dream ","Darren Aronofsky",2000,102,"Drama",3609278,4500000,8.4,"Hit",2235
"Tango ","Carlos Saura",1998,115,"Drama",1687311,7e+08,7.2,"Hit",371
"Moms' Night Out ","Andrew Erwin",2014,98,"Comedy",10429707,5e+06,5.4,"Average",2705
"Donnie Darko ","Richard Kelly",2001,133,"Drama",727883,4500000,8.1,"Hit",17040
"Character ","Mike van Diem",1997,122,"Drama",713413,4500000,7.8,"Hit",48
"Spun ","Jonas Åkerlund",2002,106,"Comedy",410241,2e+06,6.8,"Average",2110
