All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Alfredo Sanchez,2,1,0,1,0,"$3,058 ","$1,529 ",0%,50%,2017
Charlotte Clemons,4,2,0,0,1,"$3,047 ",$762 ,0%,25%,2017
Patricia Lovato,12,2,0,0,1,"$3,045 ",$254 ,0%,8%,2017
"Eddie Madden, Sr.",3,1,0,2,0,"$3,031 ","$1,010 ",0%,67%,2017
Deborah J. Lusby-Teague,5,2,0,1,0,"$3,020 ",$604 ,0%,20%,2017
Herbert R. Smith,5,3,0,0,0,"$3,020 ",$604 ,0%,0%,2017
Dick Hall,12,6,0,1,0,"$2,983 ",$249 ,0%,8%,2017
Allen Arnold,4,1,0,0,1,"$2,982 ",$746 ,0%,25%,2017
Don Swick,4,1,0,1,0,"$2,980 ",$745 ,0%,25%,2017
Steve D. Dickinson,10,4,2,1,0,"$2,977 ",$298 ,20%,30%,2017
Pedro Granville,13,4,0,0,0,"$2,961 ",$228 ,0%,0%,2017
Stephanie Herb,12,6,0,1,0,"$2,960 ",$247 ,0%,8%,2017
Andrea A. Covello,8,2,0,0,1,"$2,959 ",$370 ,0%,13%,2017
Doug A. Carlson,9,2,0,0,1,"$2,948 ",$328 ,0%,11%,2017
Elaine Edwards,10,4,1,0,0,"$2,938 ",$294 ,10%,10%,2017
Diego Echavarry,9,2,0,0,1,"$2,930 ",$326 ,0%,11%,2017
Gabriel Gama,31,10,0,0,0,"$2,923 ",$94 ,0%,0%,2017
Sue Leslie,2,1,0,0,1,"$2,920 ","$1,460 ",0%,50%,2017
Joe Eck,1,1,0,1,0,"$2,919 ","$2,919 ",0%,100%,2017
Skeet Ward,7,2,0,1,2,"$2,913 ",$416 ,0%,43%,2017
Michelle Elliott,1,1,0,0,1,"$2,890 ","$2,890 ",0%,100%,2017
Charlene Whiteside,7,2,1,0,0,"$2,887 ",$412 ,14%,14%,2017
Hutch Holsapple,2,2,0,0,0,"$2,884 ","$1,442 ",0%,0%,2017
Russell Giangrosso,10,4,0,0,0,"$2,880 ",$288 ,0%,0%,2017
Tony Bartscher,4,2,1,0,1,"$2,868 ",$717 ,25%,50%,2017
Lucio Espiritu,11,7,0,1,0,"$2,864 ",$260 ,0%,9%,2017
Don C. Cook,4,2,0,0,1,"$2,855 ",$714 ,0%,25%,2017
Conrado Alvarado,4,1,0,1,1,"$2,850 ",$713 ,0%,50%,2017
Lillian N. Silva,11,4,0,0,1,"$2,848 ",$259 ,0%,9%,2017
John N. Poole,4,1,0,1,2,"$2,835 ",$709 ,0%,75%,2017
Denise Cotrone,3,2,0,0,1,"$2,830 ",$943 ,0%,33%,2017
"Robert Lee Herman, Jr.",16,3,0,1,2,"$2,819 ",$176 ,0%,19%,2017
Jerry L. Hopf,6,2,0,1,0,"$2,815 ",$469 ,0%,17%,2017
"Donald L. Cook, Jr.",8,6,0,0,1,"$2,810 ",$351 ,0%,13%,2017
Dub D. Romero,11,3,0,0,1,"$2,800 ",$255 ,0%,9%,2017
"Milton H. Junker, Jr.",8,2,0,0,1,"$2,800 ",$350 ,0%,13%,2017
James M. Smoot,8,1,0,0,1,"$2,781 ",$348 ,0%,13%,2017
Alex D. Murray,5,1,0,0,1,"$2,780 ",$556 ,0%,20%,2017
Jose M. Pizarro,16,6,0,0,1,"$2,774 ",$173 ,0%,6%,2017
Lisa Gangidino,18,4,1,1,0,"$2,760 ",$153 ,6%,11%,2017
Luis F. Ramirez,2,1,0,1,1,"$2,760 ","$1,380 ",0%,100%,2017
Paddy Young,1,1,0,0,0,"$2,760 ","$2,760 ",0%,0%,2017
Oscar V. Carrete,8,2,0,0,2,"$2,759 ",$345 ,0%,25%,2017
Ralph D. Black,12,3,0,1,2,"$2,741 ",$228 ,0%,25%,2017
Jessie Wimberley,9,3,0,0,1,"$2,740 ",$304 ,0%,11%,2017
Darlene Green,11,3,0,0,0,"$2,735 ",$249 ,0%,0%,2017
Ronald J. Wilt,2,2,0,0,1,"$2,732 ","$1,366 ",0%,50%,2017
Charles A. Frock,3,1,0,0,1,"$2,720 ",$907 ,0%,33%,2017
Brenda Ketring,7,1,0,0,1,"$2,700 ",$386 ,0%,14%,2017
James Guillory,5,1,0,0,0,"$2,700 ",$540 ,0%,0%,2017
Ray Green,6,3,0,0,0,"$2,695 ",$449 ,0%,0%,2017
Ronda B. Davis,8,2,0,1,1,"$2,684 ",$336 ,0%,25%,2017
Dino DiZeo,10,2,0,0,1,"$2,684 ",$268 ,0%,10%,2017
Carolyn Reynolds,19,4,0,0,2,"$2,682 ",$141 ,0%,11%,2017
Naoise Agnew,12,7,0,0,0,"$2,682 ",$224 ,0%,0%,2017
Raymond Nikiforuk,11,5,0,0,4,"$2,676 ",$243 ,0%,36%,2017
Maurice Harper,6,4,0,1,0,"$2,675 ",$446 ,0%,17%,2017
John C. Schultz,4,1,0,0,0,"$2,660 ",$665 ,0%,0%,2017
Lee J. Eyerman,18,4,0,0,1,"$2,654 ",$147 ,0%,6%,2017
Roberto Delgado,11,6,0,1,0,"$2,640 ",$240 ,0%,9%,2017
Shannon Gervais,3,1,0,0,0,"$2,640 ",$880 ,0%,0%,2017
Terri Landaker,3,1,1,1,0,"$2,634 ",$878 ,33%,67%,2017
Jim Donley,3,1,0,2,0,"$2,629 ",$876 ,0%,67%,2017
Tim Birdrattler,5,3,1,0,1,"$2,622 ",$524 ,20%,40%,2017
Jose Antonio Flores,1,1,0,1,0,"$2,600 ","$2,600 ",0%,100%,2017
Darrell Brown,15,5,0,0,1,"$2,599 ",$173 ,0%,7%,2017
Glen Scarlett,13,2,0,1,0,"$2,593 ",$199 ,0%,8%,2017
Dewan Godfrey,6,4,0,1,1,"$2,576 ",$429 ,0%,33%,2017
Farrell Christoffersen,9,2,0,2,4,"$2,564 ",$285 ,0%,67%,2017
Dean Hansen,7,4,0,0,0,"$2,562 ",$366 ,0%,0%,2017
Yanet Rodriguez,2,1,0,1,1,"$2,560 ","$1,280 ",0%,100%,2017
Christi Esposito,2,2,0,0,2,"$2,560 ","$1,280 ",0%,100%,2017
Jeremy Staley,12,3,0,0,0,"$2,560 ",$213 ,0%,0%,2017
Maria L. Cuprill,14,2,0,0,0,"$2,560 ",$183 ,0%,0%,2017
Robert J. Adams,3,1,0,0,2,"$2,560 ",$853 ,0%,67%,2017
Sylvester Ollivierre,6,1,0,0,0,"$2,557 ",$426 ,0%,0%,2017
John David Wells,4,2,0,0,1,"$2,549 ",$637 ,0%,25%,2017
Homel A. Correa,5,2,0,1,0,"$2,530 ",$506 ,0%,20%,2017
F. Hill Parker,3,1,0,0,0,"$2,530 ",$843 ,0%,0%,2017
Kenneth Olson,4,2,1,0,1,"$2,523 ",$631 ,25%,50%,2017
Robert Kotenko,25,6,0,0,0,"$2,514 ",$101 ,0%,0%,2017
Liz Horner,3,1,0,1,1,"$2,512 ",$837 ,0%,67%,2017
Francisco Rodriguez,4,2,0,0,1,"$2,510 ",$628 ,0%,25%,2017
Paul G. Overholt,19,5,0,0,1,"$2,506 ",$132 ,0%,5%,2017
Theodore Alexander,9,2,0,0,0,"$2,504 ",$278 ,0%,0%,2017
Lori Loudin-Smith,9,1,0,0,0,"$2,503 ",$278 ,0%,0%,2017
Randy Newenhouse,11,3,0,0,1,"$2,501 ",$227 ,0%,9%,2017
"John E. Teas, Jr.",3,1,0,0,0,"$2,498 ",$833 ,0%,0%,2017
John Stearns,8,3,0,0,1,"$2,495 ",$312 ,0%,13%,2017
Peter D. Pugh,4,3,0,0,0,"$2,480 ",$620 ,0%,0%,2017
Moises Diaz Garcia,9,4,0,0,1,"$2,464 ",$274 ,0%,11%,2017
Joseph I. Sandoval,4,1,1,0,1,"$2,461 ",$615 ,25%,50%,2017
Stephen E. Casey,4,1,0,1,1,"$2,451 ",$613 ,0%,50%,2017
Ramon A. Orozco,5,3,0,0,3,"$2,450 ",$490 ,0%,60%,2017
Joey Turcotte,8,2,0,0,2,"$2,439 ",$305 ,0%,25%,2017
D. Loring Donegan,6,1,0,0,2,"$2,430 ",$405 ,0%,33%,2017
Allen Fontenot,11,2,0,0,0,"$2,415 ",$220 ,0%,0%,2017
Lin Melton,4,2,0,0,0,"$2,415 ",$604 ,0%,0%,2017
Anthony C. Cerroni,3,1,0,0,0,"$2,410 ",$803 ,0%,0%,2017
Michael W. Franklin,3,2,0,0,1,"$2,405 ",$802 ,0%,33%,2017
"Curley Zenon, Jr.",6,3,0,1,0,"$2,400 ",$400 ,0%,17%,2017
Juan Tapia,4,3,0,1,2,"$2,400 ",$600 ,0%,75%,2017
Roman Figueroa,1,1,0,1,0,"$2,400 ","$2,400 ",0%,100%,2017
Amy Cortez,3,1,0,0,1,"$2,400 ",$800 ,0%,33%,2017
Sergio Cervantes,6,1,0,0,0,"$2,395 ",$399 ,0%,0%,2017
Don Hobson,5,2,0,0,0,"$2,340 ",$468 ,0%,0%,2017
Melissa M. Wells,4,3,0,0,0,"$2,340 ",$585 ,0%,0%,2017
K. Gordon Amthor,4,2,0,0,1,"$2,331 ",$583 ,0%,25%,2017
Omar E. Lorta,2,1,1,1,0,"$2,325 ","$1,163 ",50%,100%,2017
Christopher Van Culin,6,2,0,0,1,"$2,320 ",$387 ,0%,17%,2017
Jerry Cezar,3,1,0,0,1,"$2,320 ",$773 ,0%,33%,2017
"Willie J. Simien, Jr.",9,4,0,0,1,"$2,320 ",$258 ,0%,11%,2017
David W. Greene,6,3,0,1,0,"$2,312 ",$385 ,0%,17%,2017
Christopher Seale,4,1,0,0,2,"$2,307 ",$577 ,0%,50%,2017
Michel Muyters,5,1,0,0,0,"$2,302 ",$460 ,0%,0%,2017
Tracy Lebret,6,1,0,0,1,"$2,300 ",$383 ,0%,17%,2017
John A. Coryat,4,1,0,0,0,"$2,292 ",$573 ,0%,0%,2017
Gregory H. Weir,8,2,0,0,0,"$2,290 ",$286 ,0%,0%,2017
Norman Bishop,5,5,0,1,1,"$2,281 ",$456 ,0%,40%,2017
Ricardo Hernandez,5,2,0,1,0,"$2,281 ",$456 ,0%,20%,2017
Frank Santillana,11,1,0,0,1,"$2,264 ",$206 ,0%,9%,2017
"Martin Valenzuela, III",3,1,0,1,0,"$2,260 ",$753 ,0%,33%,2017
Kelly R. Spanabel,18,8,0,0,0,"$2,259 ",$126 ,0%,0%,2017
Roy V. Ronquillo,5,1,1,2,0,"$2,255 ",$451 ,20%,60%,2017
Recil L. Payton,14,6,0,0,1,"$2,221 ",$159 ,0%,7%,2017
Jed H. Vane,9,2,0,1,0,"$2,214 ",$246 ,0%,11%,2017
Ronald Moss,7,4,0,0,0,"$2,214 ",$316 ,0%,0%,2017
Gary Houghton,4,1,1,0,0,"$2,210 ",$553 ,25%,25%,2017
Lori Sinclair,4,2,1,0,1,"$2,208 ",$552 ,25%,50%,2017
"Michael A. Gass, II",7,2,0,0,0,"$2,208 ",$315 ,0%,0%,2017
Nick Donaleshen,26,4,0,0,2,"$2,206 ",$85 ,0%,8%,2017
Salvador G. Flores,5,1,0,1,0,"$2,190 ",$438 ,0%,20%,2017
George L. Weir,10,5,0,0,0,"$2,189 ",$219 ,0%,0%,2017
Rachel Lyon,26,7,0,0,0,"$2,178 ",$84 ,0%,0%,2017
Briean Courtney,10,4,0,0,1,"$2,175 ",$218 ,0%,10%,2017
Joshua Falls Down,9,7,0,2,1,"$2,170 ",$241 ,0%,33%,2017
Carl Potts,4,1,0,0,0,"$2,170 ",$543 ,0%,0%,2017
Barry Bird Rattler,9,3,0,1,2,"$2,168 ",$241 ,0%,33%,2017
Lorna Carston,3,1,0,0,0,"$2,165 ",$722 ,0%,0%,2017
Debbie Cunnington,9,3,0,2,0,"$2,162 ",$240 ,0%,22%,2017
Chad Giles,3,2,0,1,0,"$2,152 ",$717 ,0%,33%,2017
Reese M. Johnson,30,5,0,0,1,"$2,150 ",$72 ,0%,3%,2017
Peter J. Daly,2,1,0,0,0,"$2,148 ","$1,074 ",0%,0%,2017
Alan Crowley,16,8,0,0,0,"$2,145 ",$134 ,0%,0%,2017
"Jose R. Gonzalez, Sr.",14,4,0,0,0,"$2,145 ",$153 ,0%,0%,2017
Jeffrey Weedin,3,2,1,0,0,"$2,142 ",$714 ,33%,33%,2017
Cimmaron Gerke,5,1,0,0,2,"$2,138 ",$428 ,0%,40%,2017
Joe Bailey,2,1,0,0,0,"$2,133 ","$1,067 ",0%,0%,2017
Robert O. Allen,2,2,0,1,0,"$2,131 ","$1,066 ",0%,50%,2017
Jesus Duarte,2,1,1,0,1,"$2,130 ","$1,065 ",50%,100%,2017
Justin Atkins,2,2,0,1,1,"$2,130 ","$1,065 ",0%,100%,2017
"Alaric Ray LeBlanc, Sr.",3,2,0,0,0,"$2,129 ",$710 ,0%,0%,2017
Robert H. Salvaggio,2,1,0,0,1,"$2,115 ","$1,058 ",0%,50%,2017
Stephen B. Murtough,6,3,0,0,1,"$2,115 ",$353 ,0%,17%,2017
Lisa M. Lopez,5,1,0,1,0,"$2,107 ",$421 ,0%,20%,2017
Debi Jahns,6,3,0,1,0,"$2,102 ",$350 ,0%,17%,2017
David L. McIntosh,17,4,0,0,1,"$2,094 ",$123 ,0%,6%,2017
"Martin Orona, Jr.",5,3,0,0,1,"$2,094 ",$419 ,0%,20%,2017
Laddie Litfin,8,2,0,0,1,"$2,085 ",$261 ,0%,13%,2017
Nando DeFrancesco,6,1,0,0,0,"$2,083 ",$347 ,0%,0%,2017
Chuck W. Wiley,3,1,0,1,0,"$2,080 ",$693 ,0%,33%,2017
Randall Jeane,6,3,0,0,1,"$2,070 ",$345 ,0%,17%,2017
Billy C. Blevins,5,1,0,1,0,"$2,067 ",$413 ,0%,20%,2017
James P. Bends,10,3,0,0,0,"$2,065 ",$207 ,0%,0%,2017
Ronald D. Davis,8,2,0,1,0,"$2,057 ",$257 ,0%,13%,2017
Brett Aanerud,9,2,0,0,1,"$2,053 ",$228 ,0%,11%,2017
Robert Fitzpatrick,4,1,0,1,0,"$2,036 ",$509 ,0%,25%,2017
Andrew M. Gish,2,1,0,0,1,"$2,034 ","$1,017 ",0%,50%,2017
Jessica Loy,7,3,0,0,2,"$2,031 ",$290 ,0%,29%,2017
Andrew Ali,7,2,0,0,0,"$2,030 ",$290 ,0%,0%,2017
Donald Sandoval,3,1,0,0,2,"$2,029 ",$676 ,0%,67%,2017
Kyle Dahlke,15,6,0,3,4,"$2,021 ",$135 ,0%,47%,2017
William H. Leech,5,2,0,2,0,"$2,020 ",$404 ,0%,40%,2017
Larry Getto,6,4,0,0,0,"$2,020 ",$337 ,0%,0%,2017
Joseph A. Medley,1,1,0,0,0,"$2,010 ","$2,010 ",0%,0%,2017
Dennis W. Fries,3,1,0,0,1,"$2,009 ",$670 ,0%,33%,2017
Brent Bremner,6,2,0,0,0,"$2,007 ",$335 ,0%,0%,2017
Terry Griffin,10,4,0,1,0,"$2,000 ",$200 ,0%,10%,2017
Ricardo D'Angelo,1,1,0,0,0,"$2,000 ","$2,000 ",0%,0%,2017
Victor Oliver,9,5,0,0,2,"$1,999 ",$222 ,0%,22%,2017
Selwyn LaGrone,5,2,0,0,1,"$1,997 ",$399 ,0%,20%,2017
Jill Ross,7,1,0,0,0,"$1,996 ",$285 ,0%,0%,2017
Leroy G. Coombs,3,2,1,0,1,"$1,990 ",$663 ,33%,67%,2017
G. Allen Middleton,6,2,0,0,1,"$1,986 ",$331 ,0%,17%,2017
Debra A. Martin,4,2,0,0,0,"$1,980 ",$495 ,0%,0%,2017
Victor Rodriguez,5,1,0,0,0,"$1,980 ",$396 ,0%,0%,2017
Louis Hunkapiller,13,2,0,0,0,"$1,978 ",$152 ,0%,0%,2017
Amanda Bennett,4,2,0,1,0,"$1,976 ",$494 ,0%,25%,2017
Geraldine Rodak,12,5,0,0,0,"$1,976 ",$165 ,0%,0%,2017
Elizabeth Rogers-Barrera,3,1,0,0,0,"$1,955 ",$652 ,0%,0%,2017
Michael Rowe,3,1,1,0,0,"$1,954 ",$651 ,33%,33%,2017
Tisa Helmick,4,2,1,0,1,"$1,950 ",$488 ,25%,50%,2017
James L. Williams,9,4,0,0,0,"$1,930 ",$214 ,0%,0%,2017
Joseph X. Short,7,5,0,0,2,"$1,930 ",$276 ,0%,29%,2017
"Robert D. Long, Jr.",1,1,0,0,1,"$1,925 ","$1,925 ",0%,100%,2017
Luthia Shirley,8,3,0,0,0,"$1,917 ",$240 ,0%,0%,2017
Jessica Leigh Knox,3,1,0,0,0,"$1,915 ",$638 ,0%,0%,2017
Brian Calvin,7,2,0,0,1,"$1,900 ",$271 ,0%,14%,2017
Perry Wolff,13,4,0,0,0,"$1,890 ",$145 ,0%,0%,2017
Suzanne Higgins,4,2,0,0,0,"$1,880 ",$470 ,0%,0%,2017
Shawn Rideout,1,1,0,1,0,"$1,873 ","$1,873 ",0%,100%,2017
Jonathan Boxie,3,2,0,0,2,"$1,871 ",$624 ,0%,67%,2017
Winston Cormier,9,3,0,0,1,"$1,865 ",$207 ,0%,11%,2017
Brian Decker,11,3,0,1,0,"$1,864 ",$169 ,0%,9%,2017
Cliff Coffelt,4,2,0,1,0,"$1,863 ",$466 ,0%,25%,2017
Bruce B. Balmer,2,1,0,0,1,"$1,860 ",$930 ,0%,50%,2017
Randy Wientjes,6,6,0,0,0,"$1,848 ",$308 ,0%,0%,2017
Jose Ignacio DeHerrera,3,1,0,1,0,"$1,846 ",$615 ,0%,33%,2017
Curtis Walsh,3,3,0,0,0,"$1,840 ",$613 ,0%,0%,2017
Israel Kain Gutierrez Martinez,2,2,0,0,0,"$1,824 ",$912 ,0%,0%,2017
Hector Sarmiento,4,1,0,0,0,"$1,820 ",$455 ,0%,0%,2017
Jeff A. Bustamante,2,1,0,0,2,"$1,817 ",$909 ,0%,100%,2017
Alfredo Merced,17,4,0,1,0,"$1,808 ",$106 ,0%,6%,2017
Alejandro Chavez,3,1,0,0,1,"$1,805 ",$602 ,0%,33%,2017
Glen P. Rottweiler,1,1,0,1,0,"$1,800 ","$1,800 ",0%,100%,2017
Jose M. Diaz,2,1,0,1,1,"$1,800 ",$900 ,0%,100%,2017
Martin Reyes,3,3,0,1,0,"$1,800 ",$600 ,0%,33%,2017
Andrew Collins,2,1,0,0,1,"$1,797 ",$899 ,0%,50%,2017
Mike J. Morrison,4,3,0,0,0,"$1,792 ",$448 ,0%,0%,2017
Calvin Barth,6,1,0,0,1,"$1,787 ",$298 ,0%,17%,2017
Lawrence R. Weaver,1,1,0,1,0,"$1,780 ","$1,780 ",0%,100%,2017
Chadwick J. Mouton,6,2,0,0,1,"$1,775 ",$296 ,0%,17%,2017
Darci Doan,8,2,0,0,0,"$1,743 ",$218 ,0%,0%,2017
Darrell Brian Bravenec,4,1,0,0,1,"$1,737 ",$434 ,0%,25%,2017
Jennifer Jordan,9,4,0,0,0,"$1,724 ",$192 ,0%,0%,2017
Jose N. Bernard,4,2,0,0,1,"$1,720 ",$430 ,0%,25%,2017
Amanda Lockett,3,1,0,0,1,"$1,710 ",$570 ,0%,33%,2017
Alfonso Borrego,8,5,0,0,0,"$1,707 ",$213 ,0%,0%,2017
Angel M Gonzalez,2,1,0,0,0,"$1,705 ",$853 ,0%,0%,2017
Charles Craig Smith,7,3,0,1,0,"$1,700 ",$243 ,0%,14%,2017
David M. Spencer,2,1,0,0,1,"$1,696 ",$848 ,0%,50%,2017
Carl Perry,3,2,1,0,0,"$1,685 ",$562 ,33%,33%,2017
Phil Pinedo,2,2,1,0,1,"$1,685 ",$843 ,50%,100%,2017
Godfrey Weaselhead,7,4,0,1,0,"$1,684 ",$241 ,0%,14%,2017
Gerard P. O'Brien,6,1,0,0,0,"$1,680 ",$280 ,0%,0%,2017
Molly Hilderbrant,13,5,0,0,0,"$1,672 ",$129 ,0%,0%,2017
Tirso Limon,1,1,0,1,0,"$1,670 ","$1,670 ",0%,100%,2017
Jerrold E. Weaver,3,1,0,0,0,"$1,663 ",$554 ,0%,0%,2017
Mark Simms,5,1,1,0,2,"$1,662 ",$332 ,20%,60%,2017
"Henry West, Jr.",15,12,0,0,0,"$1,658 ",$111 ,0%,0%,2017
Kari Provost,3,1,0,1,0,"$1,656 ",$552 ,0%,33%,2017
Jordan M. Bullock,7,4,0,0,0,"$1,655 ",$236 ,0%,0%,2017
Sherry Schoeman,6,1,0,0,0,"$1,654 ",$276 ,0%,0%,2017
Jennifer Davis,4,1,0,0,1,"$1,647 ",$412 ,0%,25%,2017
Alfredo Gomez,3,1,0,0,1,"$1,632 ",$544 ,0%,33%,2017
Charles E. Deacon,6,1,0,0,1,"$1,630 ",$272 ,0%,17%,2017
Danny S. Montes,1,1,0,0,1,"$1,630 ","$1,630 ",0%,100%,2017
Rodolfo Viramontes,1,1,0,0,1,"$1,630 ","$1,630 ",0%,100%,2017
Erik N. Rodriguez-Garcia,1,1,0,0,1,"$1,624 ","$1,624 ",0%,100%,2017
Brenda Reveglia,3,2,0,0,0,"$1,620 ",$540 ,0%,0%,2017
Don Roberson,4,4,0,0,0,"$1,620 ",$405 ,0%,0%,2017
Rocky Watson,7,3,0,0,1,"$1,620 ",$231 ,0%,14%,2017
Evan Fletcher,6,1,0,0,1,"$1,614 ",$269 ,0%,17%,2017
Michael McKinnell,9,5,0,0,0,"$1,610 ",$179 ,0%,0%,2017
Dale E. Wales,9,3,0,0,1,"$1,609 ",$179 ,0%,11%,2017
Dallas King,9,2,0,0,1,"$1,603 ",$178 ,0%,11%,2017
Stacey Dodge-McGirr,10,4,0,0,0,"$1,599 ",$160 ,0%,0%,2017
Teresa Kear,7,6,0,1,0,"$1,598 ",$228 ,0%,14%,2017
Joel Garza,12,5,0,0,1,"$1,587 ",$132 ,0%,8%,2017
Kristen Lee O'Quinn,4,2,0,0,0,"$1,583 ",$396 ,0%,0%,2017
Jason L. Cole,6,1,0,0,0,"$1,579 ",$263 ,0%,0%,2017
"John J. Romero, Sr.",14,4,0,0,0,"$1,575 ",$113 ,0%,0%,2017
Ralph Canales,7,2,0,0,1,"$1,568 ",$224 ,0%,14%,2017
"Tony Blea, Jr.",9,1,0,0,0,"$1,561 ",$173 ,0%,0%,2017
James Hooper,2,1,0,0,0,"$1,560 ",$780 ,0%,0%,2017
Anthony Stephen,5,3,0,0,1,"$1,551 ",$310 ,0%,20%,2017
Donnie Lee Strickland,2,1,0,1,0,"$1,536 ",$768 ,0%,50%,2017
Steve Hunter,4,2,0,0,0,"$1,530 ",$383 ,0%,0%,2017
Louis Hoagland,2,1,0,1,0,"$1,529 ",$765 ,0%,50%,2017
Chris Boutte,1,1,0,0,1,"$1,520 ","$1,520 ",0%,100%,2017
Todd Freeman,7,4,0,0,0,"$1,516 ",$217 ,0%,0%,2017
Joddie Fortner,7,2,0,0,2,"$1,510 ",$216 ,0%,29%,2017
Sandy Gale,11,5,0,0,0,"$1,504 ",$137 ,0%,0%,2017
Anthony Santiago,7,1,0,0,0,"$1,500 ",$214 ,0%,0%,2017
Kathleen A. Manning,1,1,0,0,0,"$1,500 ","$1,500 ",0%,0%,2017
Michael Larson,1,1,0,0,1,"$1,500 ","$1,500 ",0%,100%,2017
"Roy Stanley Taylor, Jr.",1,1,0,0,0,"$1,500 ","$1,500 ",0%,0%,2017
Stephen Hamilton,2,2,0,0,0,"$1,500 ",$750 ,0%,0%,2017
"Larry Longie, Jr.",5,2,0,2,0,"$1,495 ",$299 ,0%,40%,2017
Raquel Albright,2,1,0,0,0,"$1,490 ",$745 ,0%,0%,2017
Jorge A. Vargas,5,4,0,0,0,"$1,488 ",$298 ,0%,0%,2017
Paul R. Walker,9,4,0,0,0,"$1,481 ",$165 ,0%,0%,2017
Roger M. Stevenson,2,1,0,1,0,"$1,480 ",$740 ,0%,50%,2017
Clifford Joseph Detiege,9,5,0,0,0,"$1,473 ",$164 ,0%,0%,2017
Jim Brogan,3,1,0,0,1,"$1,471 ",$490 ,0%,33%,2017
Daniel C. Pitts,4,2,0,0,0,"$1,469 ",$367 ,0%,0%,2017
Emile J. Corbel,8,3,0,0,0,"$1,467 ",$183 ,0%,0%,2017
Kevin Swango,6,1,0,0,1,"$1,459 ",$243 ,0%,17%,2017
Mary Layland,3,2,0,1,0,"$1,458 ",$486 ,0%,33%,2017
Shawn Finch,6,3,0,1,0,"$1,457 ",$243 ,0%,17%,2017
Gary Rogers,3,2,0,1,0,"$1,456 ",$485 ,0%,33%,2017
Ronald W. Addicott,3,2,0,0,0,"$1,450 ",$483 ,0%,0%,2017
Erin D. Johnston,3,2,0,0,1,"$1,447 ",$482 ,0%,33%,2017
"Richard E. Hughes, Jr.",3,1,0,0,1,"$1,446 ",$482 ,0%,33%,2017
John W. Kerr,2,1,0,0,0,"$1,440 ",$720 ,0%,0%,2017
Les Gaede,5,1,0,0,0,"$1,434 ",$287 ,0%,0%,2017
Justo Bustamante,6,3,0,0,1,"$1,433 ",$239 ,0%,17%,2017
J. Ryan Basham,1,1,0,1,0,"$1,420 ","$1,420 ",0%,100%,2017
Stacey Holsapple,3,2,0,0,1,"$1,416 ",$472 ,0%,33%,2017
Salvador R. Soto,5,2,0,0,0,"$1,415 ",$283 ,0%,0%,2017
Randy Bonn,8,7,0,0,0,"$1,407 ",$176 ,0%,0%,2017
Terrance Smith,5,2,0,0,0,"$1,402 ",$280 ,0%,0%,2017
Liz Kowalski,2,2,0,1,0,"$1,400 ",$700 ,0%,50%,2017
Jeffrey S Curtis,3,2,0,0,0,"$1,400 ",$467 ,0%,0%,2017
Lori Harris,3,1,0,0,0,"$1,400 ",$467 ,0%,0%,2017
Connie Clauson,7,2,0,0,0,"$1,391 ",$199 ,0%,0%,2017
Johnny Singh,6,3,0,0,0,"$1,384 ",$231 ,0%,0%,2017
Kevin Rak,10,3,0,0,2,"$1,383 ",$138 ,0%,20%,2017
Mario Morales,2,2,0,0,0,"$1,380 ",$690 ,0%,0%,2017
Chad Maturin,8,4,0,0,1,"$1,375 ",$172 ,0%,13%,2017
Cam M. Gambolati,2,2,0,0,0,"$1,370 ",$685 ,0%,0%,2017
Robert Whitson,4,1,0,1,0,"$1,362 ",$341 ,0%,25%,2017
Melissa Ogle,6,2,0,0,0,"$1,340 ",$223 ,0%,0%,2017
Charmin Cherie Trammell,4,1,0,0,0,"$1,337 ",$334 ,0%,0%,2017
Don R. Poteet,4,3,0,0,0,"$1,335 ",$334 ,0%,0%,2017
Jon M. Moore,7,3,0,0,0,"$1,333 ",$190 ,0%,0%,2017
Ebert Munoz,5,1,0,0,0,"$1,326 ",$265 ,0%,0%,2017
Natalie Douglas,13,3,0,0,0,"$1,310 ",$101 ,0%,0%,2017
Bruce M. Seale,2,1,0,0,0,"$1,305 ",$653 ,0%,0%,2017
Karen J. Lanious,6,2,0,0,1,"$1,303 ",$217 ,0%,17%,2017
Israel Torres,4,3,0,0,1,"$1,300 ",$325 ,0%,25%,2017
Bruce Unwin,4,2,0,0,0,"$1,291 ",$323 ,0%,0%,2017
Kirt W. Clark,10,3,0,0,0,"$1,291 ",$129 ,0%,0%,2017
Michael R. Thompson,4,2,0,0,0,"$1,290 ",$323 ,0%,0%,2017
"Nick Guy Mileni, Jr.",3,3,0,0,0,"$1,284 ",$428 ,0%,0%,2017
"Archibald J. Kingsley, Jr.",3,2,0,0,0,"$1,282 ",$427 ,0%,0%,2017
Dale Burns,11,5,0,0,2,"$1,280 ",$116 ,0%,18%,2017
Robert W. Berrett,9,3,0,0,0,"$1,280 ",$142 ,0%,0%,2017
Albert Schembri,4,2,0,0,0,"$1,267 ",$317 ,0%,0%,2017
Daron Williams,7,2,0,0,0,"$1,262 ",$180 ,0%,0%,2017
